grid_id,date,ndvi_mean,ndvi_std,ndbi_mean,ndbi_std,bu_mean,bu_std,ndwi_mean,ndwi_std,built_frac,ndvi_contrast,ndvi_homogeneity,ndvi_entropy,ndbi_contrast,ndbi_homogeneity,ndbi_entropy,DoU_cluster,DoU_label
21,2018-08-19,0.3052093603538371,0.1696983732784337,0.0177946730187136,0.1623144393031146,0.3307584416473699,0.0722185394573522,-0.0177946730187136,0.1623144393031146,0.5809090909090909,378.2623201714111,0.0965003145618448,12.46452746668072,528.6119783695542,0.0816216519856589,12.892319406152378,0,urban
22,2018-08-19,0.3260094861236892,0.2511196764861843,-0.1696406810650113,0.1259477754383757,0.1807516483281877,0.2530829573243882,0.1696406810650113,0.1259477754383757,0.0883838383838383,526.5973880216305,0.1630351988449759,11.588548618835777,414.1738598102233,0.1237438651210161,12.282138651703626,0,urban
23,2018-08-19,0.3374436428842923,0.2516233423350416,-0.1914407987558183,0.1313084303774541,0.1727318645236832,0.2692976186509398,0.1914407987558183,0.1313084303774541,0.0720754716981132,360.4227177434725,0.1864134321481914,10.920807917240458,655.9864684581665,0.1119309073011002,12.015750739355116,0,urban
24,2018-08-19,0.3686819695810323,0.1976890617787112,-0.0558573899951071,0.1751340061249813,0.3321470226791679,0.1034381514570712,0.0558573899951071,0.1751340061249813,0.414040404040404,415.1213141516171,0.1376960331073233,12.469417844613629,370.05377002346694,0.1203741277507235,12.726878198317682,0,urban
25,2018-08-19,0.2327267989451083,0.1902401998589893,0.1243211881160321,0.2013889540627673,0.3604626719161102,0.0600884548493292,-0.1243211881160321,0.2013889540627673,0.7407070707070708,523.0668299153148,0.1001281513543745,12.361777657098786,596.0200999897969,0.0989361704950217,12.675634718787531,0,urban
26,2018-08-19,0.1627104244297762,0.1421074903326143,0.1800714964990083,0.1463848268157526,0.338348815966027,0.0804546811812654,-0.1800714964990083,0.1463848268157526,0.8551515151515151,589.1678400163248,0.0911106772776478,12.206080290407677,586.2621161106009,0.0968160097921279,12.505553958574916,0,urban
27,2018-08-19,0.1262091350278458,0.1367618495251143,0.1375842384440806,0.1284767589588447,0.2619966275915797,0.1000260489319769,-0.1375842384440806,0.1284767589588447,0.8335353535353536,556.7202326293235,0.0854163580187192,12.374548265314257,693.045607591062,0.0811738064346075,12.869256512147052,0,urban
28,2018-08-19,0.1196845451626319,0.1049670324352005,0.161972725725164,0.1040456590202111,0.277564771325362,0.0850779778441296,-0.161972725725164,0.1040456590202111,0.9138383838383838,213.3359861238649,0.1223253389041001,11.266997552056656,505.2324252627282,0.0919590302567791,12.501894140348949,0,urban
29,2018-08-19,0.1751370687160174,0.1892378511444139,-0.0165917581899013,0.1797373350175526,0.1633051260566549,0.2268212740648338,0.0165917581899013,0.1797373350175526,0.4780808080808081,427.9208244056728,0.155595736346323,11.967224006355462,347.75696357514545,0.1320149605210897,12.644175380492667,0,urban
30,2018-08-19,0.3507220553654627,0.2246131255670425,-0.1662619055339189,0.11450893771067,0.20714723525564,0.2356088095482686,0.1662619055339189,0.11450893771067,0.0671717171717171,433.53106825834095,0.1377965967721727,12.132014221281644,509.8697071727375,0.1091949293149861,12.681703038929468,0,urban
31,2018-08-19,0.4838500411108096,0.0963877007334263,-0.182378253977329,0.0811809130350328,0.3342963933988363,0.0608521605819162,0.182378253977329,0.0811809130350328,0.0354716981132075,237.3638269487326,0.1434911863180553,11.35714925624148,184.7419477796836,0.1408515372064847,11.17137925282446,0,urban
32,2018-08-19,0.4372845232306138,0.2020117529789569,-0.1164956282945666,0.1713375953768986,0.3523507419856113,0.1194695395672035,0.1164956282945666,0.1713375953768986,0.2591919191919192,326.97490052035505,0.1525374045105827,11.837915849856213,444.0462197734924,0.1111881513982678,12.658291424137705,0,urban
33,2018-08-19,0.2131300675429003,0.1837389991299788,0.0715755833285439,0.1893935845159792,0.2895537348967883,0.0905358947707005,-0.0715755833285439,0.1893935845159792,0.6478787878787878,528.3729211304968,0.0874019983433646,12.49627321825688,435.1505968778697,0.0904233164345954,12.84109863947726,0,urban
34,2018-08-19,0.1800499368829174,0.1753874897800942,0.0950625384727548,0.1665467986281652,0.2778388349484035,0.0911544506883293,-0.0950625384727548,0.1665467986281652,0.7373737373737373,576.1939598000204,0.0923160846306497,12.53286106530146,452.5139271502907,0.0827035717919836,12.75417685363207,0,urban
35,2018-08-19,0.1953052797924653,0.1436112862066944,0.1194308100640597,0.1512063513746837,0.3129625064395157,0.076618791812322,-0.1194308100640597,0.1512063513746837,0.7451515151515151,329.55677992041626,0.0977150341623373,12.127019501707812,479.3197632894602,0.0876510315956565,12.742776592828507,0,urban
36,2018-08-19,0.1787787562868146,0.1274388758409893,0.1403620153761276,0.1198453837371537,0.31496036413874,0.0727459213940523,-0.1403620153761276,0.1198453837371537,0.8532323232323232,263.2658912355882,0.1215976259963604,11.69371398843902,451.1481481481482,0.09777494446165,12.62008311612414,0,urban
37,2018-08-19,0.2543900240549218,0.2416527395378449,-0.1414893938580498,0.1455217104108245,0.1295239223157452,0.2562577740472325,0.1414893938580498,0.1455217104108245,0.1415151515151515,369.7375777981839,0.1947252755926189,11.508578185518168,220.39536781961027,0.1627330107294525,12.050524421736572,0,urban
38,2018-08-19,0.4261122710141662,0.1535225894106795,-0.1483233424337183,0.1312838459862261,0.3046795478091801,0.0784024102382664,0.1483233424337183,0.1312838459862261,0.1453535353535353,494.66880930517294,0.0989700236837367,12.464588975325654,327.96561575349455,0.0993411873287302,12.558986989817814,0,urban
39,2018-08-19,0.4711375197496278,0.0893934872511357,-0.1563142858743743,0.0747356385206537,0.3430561937691573,0.0537935200174359,0.1563142858743743,0.0747356385206537,0.0333962264150943,404.0897655803316,0.106688713507879,11.56146078772792,472.6270249666476,0.0886488012491645,12.162557842447836,0,urban
40,2018-08-19,0.3496537996873445,0.2024546834016787,-0.0464005684088177,0.1715587751344567,0.3199504541449178,0.1095441023677659,0.0464005684088177,0.1715587751344567,0.3942424242424242,290.4354657687992,0.1469307984530219,12.31341138956265,346.5325987144169,0.1197457981974379,12.719938635361096,0,urban
41,2018-08-19,0.2440306865511554,0.2023891129994084,-0.0523710054001638,0.1608447680892526,0.2028639938171026,0.1042277001506023,0.0523710054001638,0.1608447680892526,0.3997979797979798,477.0902969084787,0.1142895831884616,12.545603946764984,398.7780838689929,0.1068321272615709,12.7084431910983,0,urban
42,2018-08-19,0.1339842256031047,0.1278889825581132,0.1044589905805006,0.1328963032840903,0.2385729024424954,0.0643230467581569,-0.1044589905805006,0.1328963032840903,0.8031313131313131,419.9309254157739,0.1239054430687339,11.83981899295757,440.89419446995214,0.1211493826581665,12.459857513130965,0,urban
43,2018-08-19,0.164569793795521,0.119383117630354,0.154999250173887,0.1200670372510078,0.3152292488669953,0.0608665675256132,-0.154999250173887,0.1200670372510078,0.8613131313131314,442.3225181103969,0.1081810089198358,12.052883127347032,451.0515253545557,0.1219270387082083,12.321144465655742,0,urban
44,2018-08-19,0.2392193165656311,0.149657273030253,0.1001928501452905,0.1452319108337713,0.3385057490649351,0.0675356794177566,-0.1001928501452905,0.1452319108337713,0.7593939393939394,463.1170288746046,0.1028435450350388,12.512646016502831,442.19946944189365,0.1081382190129999,12.75381427186311,0,urban
45,2018-08-19,0.2275630558129482,0.2130957697426677,-0.1066470953453718,0.1389629842821884,0.1315401084060518,0.2375455140932251,0.1066470953453718,0.1389629842821884,0.2097979797979798,269.7721661054994,0.2121524433892015,11.305342691295344,193.56096316702377,0.1807277521616127,12.059998498053078,0,urban
